0.000000	548.383752	IDLE_MOTOR
15.564640	16.494421	OBJECT_SPLASH
21.559201	21.750641	UFO
46.737970	46.980357	UFO
52.068199	52.906506	UFO
57.694591	68.625293	BOAT
79.149001	79.446876	UFO
201.287717	203.559951	UFO
216.929991	220.589605	VOICE
233.653575	233.951451	UFO
243.969506	244.685648	VOICE
273.290007	547.360693	BOAT
292.966205	293.476849	UFO
368.969275	370.257126	VOICE
371.543774	372.071439	VOICE
372.633148	373.318261	VOICE
384.272215	384.574346	VOICE
421.724022	421.966926	SEAGUL_SPLASH
422.488159	423.176388	SEAGUL_SPLASH
425.397402	429.038289	SCOOTER
437.213335	437.718847	SEAGUL_SPLASH
499.776408	501.286925	SEAGUL_SPLASH
512.514874	512.962164	SEAGUL_SCREAM
513.120507	513.446135	SEAGUL_SCREAM
547.649557	548.516148	OBJECT_SPLASH
550.404579	556.916459	SEAGUL_SPLASH
557.412389	557.999408	SEAGUL_SPLASH
560.099495	560.629079	SEAGUL_SPLASH
564.809624	566.018148	VOICE
566.925000	568.826687	SEAGUL_SPLASH
569.727107	570.410566	SEAGUL_SPLASH
571.330366	572.371479	SEAGUL_SPLASH
585.615269	592.806371	SEAGUL_SCREAM 
594.173271	595.124647	SEAGUL_SPLASH
595.569972	596.966673	SEAGUL_SPLASH
597.108367	599.577896	SEAGUL_SPLASH
598.840535	613.556498	VOICE
605.743071	610.297530	SEAGUL_SCREAM
611.449192	617.904483	SEAGUL_SPLASH
620.523814	622.942760	SEAGUL_SPLASH
629.670003	631.545043	SEAGUL_SPLASH
632.561287	634.021242	SEAGUL_SCREAM
632.990685	633.749289	SEAGUL_SPLASH
636.360512	636.805837	SEAGUL_SCREAM
638.182296	638.991978	SEAGUL_SCREAM
639.138784	640.100497	SEAGUL_SPLASH
639.184277	645.777153	SEAGUL_SCREAM
643.130316	643.828196	SEAGUL_SPLASH
647.036741	648.330372	SEAGUL_SCREAM
648.364415	649.428256	SEAGUL_SPLASH
648.628248	650.496024	SEAGUL_SCREAM
649.691403	650.905925	SEAGUL_SPLASH
651.333207	654.014065	SEAGUL_SCREAM
654.474925	654.900745	SEAGUL_SCREAM
656.650544	657.351895	SEAGUL_SCREAM
657.054894	657.770559	SEAGUL_SPLASH
